@relation mgts
@attribute TimeStamp real [0, 236]
@attribute Lag04 real [0.41818, 1.3191]
@attribute Lag03 real [0.41818, 1.3191]
@attribute Lag02 real [0.41818, 1.3191]
@attribute Lag01 real [0.41818, 1.3191]
@attribute Lag00 real [0.41818, 1.3191]
@inputs Lag04, Lag03, Lag02, Lag01
@outputs Lag00
@data
133,1.1335,1.1319,1.0754,0.95014,1.0367
134,1.1385,1.1251,1.1084,0.94837,0.98979
135,1.1387,1.1206,1.131,0.95529,0.94241
136,1.1306,1.1195,1.1419,0.97274,0.89793
137,1.1109,1.1222,1.1434,1.0011,0.85817
138,1.0785,1.1273,1.1389,1.0372,0.82393
139,1.0367,1.1335,1.1319,1.0754,0.79492
140,0.98979,1.1385,1.1251,1.1084,0.77042
141,0.94241,1.1387,1.1206,1.131,0.74909
142,0.89793,1.1306,1.1195,1.1419,0.72952
143,0.85817,1.1109,1.1222,1.1434,0.71053
144,0.82393,1.0785,1.1273,1.1389,0.69174
145,0.79492,1.0367,1.1335,1.1319,0.67299
146,0.77042,0.98979,1.1385,1.1251,0.65528
147,0.74909,0.94241,1.1387,1.1206,0.64021
148,0.72952,0.89793,1.1306,1.1195,0.6307
149,0.71053,0.85817,1.1109,1.1222,0.63054
150,0.69174,0.82393,1.0785,1.1273,0.64365
151,0.67299,0.79492,1.0367,1.1335,0.67261
152,0.65528,0.77042,0.98979,1.1385,0.71628
153,0.64021,0.74909,0.94241,1.1387,0.77014
154,0.6307,0.72952,0.89793,1.1306,0.82812
155,0.63054,0.71053,0.85817,1.1109,0.88523
156,0.64365,0.69174,0.82393,1.0785,0.93839
157,0.67261,0.67299,0.79492,1.0367,0.98615
158,0.71628,0.65528,0.77042,0.98979,1.0282
159,0.77014,0.64021,0.74909,0.94241,1.0645
160,0.82812,0.6307,0.72952,0.89793,1.0954
161,0.88523,0.63054,0.71053,0.85817,1.1211
162,0.93839,0.64365,0.69174,0.82393,1.1417
163,0.98615,0.67261,0.67299,0.79492,1.1573
164,1.0282,0.71628,0.65528,0.77042,1.1687
165,1.0645,0.77014,0.64021,0.74909,1.1771
166,1.0954,0.82812,0.6307,0.72952,1.1837
167,1.1211,0.88523,0.63054,0.71053,1.1908
168,1.1417,0.93839,0.64365,0.69174,1.2007
169,1.1573,0.98615,0.67261,0.67299,1.2155
170,1.1687,1.0282,0.71628,0.65528,1.2341
171,1.1771,1.0645,0.77014,0.64021,1.2539
172,1.1837,1.0954,0.82812,0.6307,1.2686
173,1.1908,1.1211,0.88523,0.63054,1.2715
174,1.2007,1.1417,0.93839,0.64365,1.259
175,1.2155,1.1573,0.98615,0.67261,1.2313
176,1.2341,1.1687,1.0282,0.71628,1.1913
177,1.2539,1.1771,1.0645,0.77014,1.1429
178,1.2686,1.1837,1.0954,0.82812,1.0896
179,1.2715,1.1908,1.1211,0.88523,1.0343
180,1.259,1.2007,1.1417,0.93839,0.97927
181,1.2313,1.2155,1.1573,0.98615,0.92608
182,1.1913,1.2341,1.1687,1.0282,0.87552
183,1.1429,1.2539,1.1771,1.0645,0.82817
184,1.0896,1.2686,1.1837,1.0954,0.78387
185,1.0343,1.2715,1.1908,1.1211,0.74189
186,0.97927,1.259,1.2007,1.1417,0.70146
187,0.92608,1.2313,1.2155,1.1573,0.66161
188,0.87552,1.1913,1.2341,1.1687,0.62253
189,0.82817,1.1429,1.2539,1.1771,0.58468
190,0.78387,1.0896,1.2686,1.1837,0.54914
191,0.74189,1.0343,1.2715,1.1908,0.51762
192,0.70146,0.97927,1.259,1.2007,0.49199
193,0.66161,0.92608,1.2313,1.2155,0.47469
194,0.62253,0.87552,1.1913,1.2341,0.4686
195,0.58468,0.82817,1.1429,1.2539,0.47732
196,0.54914,0.78387,1.0896,1.2686,0.50371
197,0.51762,0.74189,1.0343,1.2715,0.54864
198,0.49199,0.70146,0.97927,1.259,0.60861
199,0.47469,0.66161,0.92608,1.2313,0.67741
200,0.4686,0.62253,0.87552,1.1913,0.74774
201,0.47732,0.58468,0.82817,1.1429,0.8139
202,0.50371,0.54914,0.78387,1.0896,0.87243
203,0.54864,0.51762,0.74189,1.0343,0.92157
204,0.60861,0.49199,0.70146,0.97927,0.9608
205,0.67741,0.47469,0.66161,0.92608,0.99004
206,0.74774,0.4686,0.62253,0.87552,1.01
207,0.8139,0.47732,0.58468,0.82817,1.0214
208,0.87243,0.50371,0.54914,0.78387,1.0254
209,0.92157,0.54864,0.51762,0.74189,1.0236
210,0.9608,0.60861,0.49199,0.70146,1.0181
211,0.99004,0.67741,0.47469,0.66161,1.0106
212,1.01,0.74774,0.4686,0.62253,1.0041
213,1.0214,0.8139,0.47732,0.58468,1.0017
214,1.0254,0.87243,0.50371,0.54914,1.0061
215,1.0236,0.92157,0.54864,0.51762,1.02
216,1.0181,0.9608,0.60861,0.49199,1.0439
217,1.0106,0.99004,0.67741,0.47469,1.0756
218,1.0041,1.01,0.74774,0.4686,1.1101
219,1.0017,1.0214,0.8139,0.47732,1.1397
220,1.0061,1.0254,0.87243,0.50371,1.1584
221,1.02,1.0236,0.92157,0.54864,1.1636
222,1.0439,1.0181,0.9608,0.60861,1.1568
223,1.0756,1.0106,0.99004,0.67741,1.1416
224,1.1101,1.0041,1.01,0.74774,1.1218
225,1.1397,1.0017,1.0214,0.8139,1.1011
226,1.1584,1.0061,1.0254,0.87243,1.0819
227,1.1636,1.02,1.0236,0.92157,1.0661
228,1.1568,1.0439,1.0181,0.9608,1.0543
229,1.1416,1.0756,1.0106,0.99004,1.0465
230,1.1218,1.1101,1.0041,1.01,1.0412
231,1.1011,1.1397,1.0017,1.0214,1.036
232,1.0819,1.1584,1.0061,1.0254,1.0279
233,1.0661,1.1636,1.02,1.0236,1.0131
234,1.0543,1.1568,1.0439,1.0181,0.98907
235,1.0465,1.1416,1.0756,1.0106,0.95558
236,1.0412,1.1218,1.1101,1.0041,0.91486
237,1.036,1.1011,1.1397,1.0017,0.87112
238,1.0279,1.0819,1.1584,1.0061,0.82855
239,1.0131,1.0661,1.1636,1.02,0.79022
240,0.98907,1.0543,1.1568,1.0439,0.75854
241,0.95558,1.0465,1.1416,1.0756,0.73476
242,0.91486,1.0412,1.1218,1.1101,0.71958
243,0.87112,1.036,1.1011,1.1397,0.71231
244,0.82855,1.0279,1.0819,1.1584,0.71182
245,0.79022,1.0131,1.0661,1.1636,0.71638
246,0.75854,0.98907,1.0543,1.1568,0.72419
247,0.73476,0.95558,1.0465,1.1416,0.7336
248,0.71958,0.91486,1.0412,1.1218,0.74405
249,0.71231,0.87112,1.036,1.1011,0.75599
250,0.71182,0.82855,1.0279,1.0819,0.77106
251,0.71638,0.79022,1.0131,1.0661,0.79227
252,0.72419,0.75854,0.98907,1.0543,0.82212
253,0.7336,0.73476,0.95558,1.0465,0.86146
254,0.74405,0.71958,0.91486,1.0412,0.90787
255,0.75599,0.71231,0.87112,1.036,0.95647
256,0.77106,0.71182,0.82855,1.0279,1.0028
257,0.79227,0.71638,0.79022,1.0131,1.044
258,0.82212,0.72419,0.75854,0.98907,1.0794
259,0.86146,0.7336,0.73476,0.95558,1.1096
260,0.90787,0.74405,0.71958,0.91486,1.1356
261,0.95647,0.75599,0.71231,0.87112,1.1586
262,1.0028,0.77106,0.71182,0.82855,1.1798
263,1.044,0.79227,0.71638,0.79022,1.1997
264,1.0794,0.82212,0.72419,0.75854,1.2186
265,1.1096,0.86146,0.7336,0.73476,1.2369
266,1.1356,0.90787,0.74405,0.71958,1.2546
267,1.1586,0.95647,0.75599,0.71231,1.2715
268,1.1798,1.0028,0.77106,0.71182,1.2875
269,1.1997,1.044,0.79227,0.71638,1.3024
270,1.2186,1.0794,0.82212,0.72419,1.3143
271,1.2369,1.1096,0.86146,0.7336,1.3191
272,1.2546,1.1356,0.90787,0.74405,1.3118
273,1.2715,1.1586,0.95647,0.75599,1.2894
274,1.2875,1.1798,1.0028,0.77106,1.2526
275,1.3024,1.1997,1.044,0.79227,1.2049
276,1.3143,1.2186,1.0794,0.82212,1.1502
277,1.3191,1.2369,1.1096,0.86146,1.0918
278,1.3118,1.2546,1.1356,0.90787,1.032
279,1.2894,1.2715,1.1586,0.95647,0.9723
280,1.2526,1.2875,1.1798,1.0028,0.91361
281,1.2049,1.3024,1.1997,1.044,0.85661
282,1.1502,1.3143,1.2186,1.0794,0.80165
283,1.0918,1.3191,1.2369,1.1096,0.74901
284,1.032,1.3118,1.2546,1.1356,0.69886
285,0.9723,1.2894,1.2715,1.1586,0.65121
286,0.91361,1.2526,1.2875,1.1798,0.60629
287,0.85661,1.2049,1.3024,1.1997,0.56433
288,0.80165,1.1502,1.3143,1.2186,0.52557
289,0.74901,1.0918,1.3191,1.2369,0.49055
290,0.69886,1.032,1.3118,1.2546,0.46042
291,0.65121,0.9723,1.2894,1.2715,0.43668
292,0.60629,0.91361,1.2526,1.2875,0.42156
293,0.56433,0.85661,1.2049,1.3024,0.41818
294,0.52557,0.80165,1.1502,1.3143,0.43026
295,0.49055,0.74901,1.0918,1.3191,0.46125
296,0.46042,0.69886,1.032,1.3118,0.51182
297,0.43668,0.65121,0.9723,1.2894,0.57841
298,0.42156,0.60629,0.91361,1.2526,0.65322
299,0.41818,0.56433,0.85661,1.2049,0.72759
300,0.43026,0.52557,0.80165,1.1502,0.79495
301,0.46125,0.49055,0.74901,1.0918,0.85168
302,0.51182,0.46042,0.69886,1.032,0.89647
303,0.57841,0.43668,0.65121,0.9723,0.92963
304,0.65322,0.42156,0.60629,0.91361,0.95196
305,0.72759,0.41818,0.56433,0.85661,0.96487
306,0.79495,0.43026,0.52557,0.80165,0.96969
307,0.85168,0.46125,0.49055,0.74901,0.96776
308,0.89647,0.51182,0.46042,0.69886,0.96083
309,0.92963,0.57841,0.43668,0.65121,0.95091
310,0.95196,0.65322,0.42156,0.60629,0.94006
311,0.96487,0.72759,0.41818,0.56433,0.93103
312,0.96969,0.79495,0.43026,0.52557,0.92699
313,0.96776,0.85168,0.46125,0.49055,0.93109
314,0.96083,0.89647,0.51182,0.46042,0.94597
315,0.95091,0.92963,0.57841,0.43668,0.97232
316,0.94006,0.95196,0.65322,0.42156,1.008
317,0.93103,0.96487,0.72759,0.41818,1.0479
318,0.92699,0.96969,0.79495,0.43026,1.0848
319,0.93109,0.96776,0.85168,0.46125,1.1131
320,0.94597,0.96083,0.89647,0.51182,1.1306
321,0.97232,0.95091,0.92963,0.57841,1.1388
322,1.008,0.94006,0.95196,0.65322,1.1405
323,1.0479,0.93103,0.96487,0.72759,1.139
324,1.0848,0.92699,0.96969,0.79495,1.1372
325,1.1131,0.93109,0.96776,0.85168,1.1371
326,1.1306,0.94597,0.96083,0.89647,1.1401
327,1.1388,0.97232,0.95091,0.92963,1.1462
328,1.1405,1.008,0.94006,0.95196,1.1549
329,1.139,1.0479,0.93103,0.96487,1.1647
330,1.1372,1.0848,0.92699,0.96969,1.1737
331,1.1371,1.1131,0.93109,0.96776,1.179
332,1.1401,1.1306,0.94597,0.96083,1.1771
333,1.1462,1.1388,0.97232,0.95091,1.1638
334,1.1549,1.1405,1.008,0.94006,1.1375
335,1.1647,1.139,1.0479,0.93103,1.0989
336,1.1737,1.1372,1.0848,0.92699,1.0526
337,1.179,1.1371,1.1131,0.93109,1.0036
338,1.1771,1.1401,1.1306,0.94597,0.95547
339,1.1638,1.1462,1.1388,0.97232,0.91067
340,1.1375,1.1549,1.1405,1.008,0.87013
341,1.0989,1.1647,1.139,1.0479,0.83404
342,1.0526,1.1737,1.1372,1.0848,0.80158
343,1.0036,1.179,1.1371,1.1131,0.7718
344,0.95547,1.1771,1.1401,1.1306,0.74352
345,0.91067,1.1638,1.1462,1.1388,0.71599
346,0.87013,1.1375,1.1549,1.1405,0.68871
347,0.83404,1.0989,1.1647,1.139,0.66157
348,0.80158,1.0526,1.1737,1.1372,0.63538
349,0.7718,1.0036,1.179,1.1371,0.61116
350,0.74352,0.95547,1.1771,1.1401,0.59102
351,0.71599,0.91067,1.1638,1.1462,0.57772
352,0.68871,0.87013,1.1375,1.1549,0.57514
353,0.66157,0.83404,1.0989,1.1647,0.58703
354,0.63538,0.80158,1.0526,1.1737,0.61579
355,0.61116,0.7718,1.0036,1.179,0.66008
356,0.59102,0.74352,0.95547,1.1771,0.71566
357,0.57772,0.71599,0.91067,1.1638,0.77656
358,0.57514,0.68871,0.87013,1.1375,0.83754
359,0.58703,0.66157,0.83404,1.0989,0.89501
360,0.61579,0.63538,0.80158,1.0526,0.94705
361,0.66008,0.61116,0.7718,1.0036,0.9926
362,0.71566,0.59102,0.74352,0.95547,1.0313
363,0.77656,0.57772,0.71599,0.91067,1.063
364,0.83754,0.57514,0.68871,0.87013,1.0879
365,0.89501,0.58703,0.66157,0.83404,1.1063
366,0.94705,0.61579,0.63538,0.80158,1.1186
367,0.9926,0.66008,0.61116,0.7718,1.1257
368,1.0313,0.71566,0.59102,0.74352,1.1292
369,1.063,0.77656,0.57772,0.71599,1.1308
370,1.0879,0.83754,0.57514,0.68871,1.1331
371,1.1063,0.89501,0.58703,0.66157,1.1388
372,1.1186,0.94705,0.61579,0.63538,1.1505
373,1.1257,0.9926,0.66008,0.61116,1.1687
374,1.1292,1.0313,0.71566,0.59102,1.1923
375,1.1308,1.063,0.77656,0.57772,1.216
376,1.1331,1.0879,0.83754,0.57514,1.2328
377,1.1388,1.1063,0.89501,0.58703,1.2369
378,1.1505,1.1186,0.94705,0.61579,1.225
379,1.1687,1.1257,0.9926,0.66008,1.1987
380,1.1923,1.1292,1.0313,0.71566,1.1615
381,1.216,1.1308,1.063,0.77656,1.1174
382,1.2328,1.1331,1.0879,0.83754,1.0702
383,1.2369,1.1388,1.1063,0.89501,1.0224
384,1.225,1.1505,1.1186,0.94705,0.97629
385,1.1987,1.1687,1.1257,0.9926,0.93298
386,1.1615,1.1923,1.1292,1.0313,0.89321
387,1.1174,1.216,1.1308,1.063,0.8568
388,1.0702,1.2328,1.1331,1.0879,0.82254
389,1.0224,1.2369,1.1388,1.1063,0.78912
390,0.97629,1.225,1.1505,1.1186,0.75487
391,0.93298,1.1987,1.1687,1.1257,0.71905
392,0.89321,1.1615,1.1923,1.1292,0.68147
393,0.8568,1.1174,1.216,1.1308,0.64364
394,0.82254,1.0702,1.2328,1.1331,0.6076
395,0.78912,1.0224,1.2369,1.1388,0.57564
396,0.75487,0.97629,1.225,1.1505,0.55015
397,0.71905,0.93298,1.1987,1.1687,0.53375
398,0.68147,0.89321,1.1615,1.1923,0.5293
399,0.64364,0.8568,1.1174,1.216,0.53942
400,0.6076,0.82254,1.0702,1.2328,0.56578
401,0.57564,0.78912,1.0224,1.2369,0.60751
402,0.55015,0.75487,0.97629,1.225,0.66133
403,0.53375,0.71905,0.93298,1.1987,0.72226
404,0.5293,0.68147,0.89321,1.1615,0.78532
405,0.53942,0.64364,0.8568,1.1174,0.84661
406,0.56578,0.6076,0.82254,1.0702,0.90344
407,0.60751,0.57564,0.78912,1.0224,0.95406
408,0.66133,0.55015,0.75487,0.97629,0.9971
409,0.72226,0.53375,0.71905,0.93298,1.0318
410,0.78532,0.5293,0.68147,0.89321,1.0576
411,0.84661,0.53942,0.64364,0.8568,1.0748
412,0.90344,0.56578,0.6076,0.82254,1.0845
413,0.95406,0.60751,0.57564,0.78912,1.0879
414,0.9971,0.66133,0.55015,0.75487,1.0871
415,1.0318,0.72226,0.53375,0.71905,1.0845
416,1.0576,0.78532,0.5293,0.68147,1.0826
417,1.0748,0.84661,0.53942,0.64364,1.0842
418,1.0845,0.90344,0.56578,0.6076,1.0921
419,1.0879,0.95406,0.60751,0.57564,1.1076
420,1.0871,0.9971,0.66133,0.55015,1.1306
421,1.0845,1.0318,0.72226,0.53375,1.1584
422,1.0826,1.0576,0.78532,0.5293,1.185
423,1.0842,1.0748,0.84661,0.53942,1.2035
424,1.0921,1.0845,0.90344,0.56578,1.2081
425,1.1076,1.0879,0.95406,0.60751,1.1969
426,1.1306,1.0871,0.9971,0.66133,1.1723
427,1.1584,1.0845,1.0318,0.72226,1.1385
428,1.185,1.0826,1.0576,0.78532,1.0999
429,1.2035,1.0842,1.0748,0.84661,1.0602
430,1.2081,1.0921,1.0845,0.90344,1.0221
431,1.1969,1.1076,1.0879,0.95406,0.98722
432,1.1723,1.1306,1.0871,0.9971,0.95629
433,1.1385,1.1584,1.0845,1.0318,0.92927
434,1.0999,1.185,1.0826,1.0576,0.90483
435,1.0602,1.2035,1.0842,1.0748,0.88111
436,1.0221,1.2081,1.0921,1.0845,0.85576
437,0.98722,1.1969,1.1076,1.0879,0.82658
438,0.95629,1.1723,1.1306,1.0871,0.79276
439,0.92927,1.1385,1.1584,1.0845,0.75519
440,0.90483,1.0999,1.185,1.0826,0.71605
441,0.88111,1.0602,1.2035,1.0842,0.67825
442,0.85576,1.0221,1.2081,1.0921,0.64472
443,0.82658,0.98722,1.1969,1.1076,0.61822
444,0.79276,0.95629,1.1723,1.1306,0.60131
445,0.75519,0.92927,1.1385,1.1584,0.59639
446,0.71605,0.90483,1.0999,1.185,0.60484
447,0.67825,0.88111,1.0602,1.2035,0.62693
448,0.64472,0.85576,1.0221,1.2081,0.66083
449,0.61822,0.82658,0.98722,1.1969,0.70371
450,0.60131,0.79276,0.95629,1.1723,0.75224
451,0.59639,0.75519,0.92927,1.1385,0.80352
452,0.60484,0.71605,0.90483,1.0999,0.85556
453,0.62693,0.67825,0.88111,1.0602,0.90696
454,0.66083,0.64472,0.85576,1.0221,0.95654
455,0.70371,0.61822,0.82658,0.98722,1.0029
456,0.75224,0.60131,0.79276,0.95629,1.0442
457,0.80352,0.59639,0.75519,0.92927,1.0785
458,0.85556,0.60484,0.71605,0.90483,1.1049
459,0.90696,0.62693,0.67825,0.88111,1.1236
460,0.95654,0.66083,0.64472,0.85576,1.1355
461,1.0029,0.70371,0.61822,0.82658,1.1425
462,1.0442,0.75224,0.60131,0.79276,1.1469
463,1.0785,0.80352,0.59639,0.75519,1.1512
464,1.1049,0.85556,0.60484,0.71605,1.1578
465,1.1236,0.90696,0.62693,0.67825,1.1686
466,1.1355,0.95654,0.66083,0.64472,1.1846
467,1.1425,1.0029,0.70371,0.61822,1.2047
468,1.1469,1.0442,0.75224,0.60131,1.2269
469,1.1512,1.0785,0.80352,0.59639,1.2466
470,1.1578,1.1049,0.85556,0.60484,1.2584
471,1.1686,1.1236,0.90696,0.62693,1.2569
472,1.1846,1.1355,0.95654,0.66083,1.2397
473,1.2047,1.1425,1.0029,0.70371,1.2075
474,1.2269,1.1469,1.0442,0.75224,1.1642
475,1.2466,1.1512,1.0785,0.80352,1.1142
476,1.2584,1.1578,1.1049,0.85556,1.0617
477,1.2569,1.1686,1.1236,0.90696,1.0096
478,1.2397,1.1846,1.1355,0.95654,0.95979
479,1.2075,1.2047,1.1425,1.0029,0.91327
480,1.1642,1.2269,1.1469,1.0442,0.87007
481,1.1142,1.2466,1.1512,1.0785,0.82948
482,1.0617,1.2584,1.1578,1.1049,0.7905
483,1.0096,1.2569,1.1686,1.1236,0.75199
484,0.95979,1.2397,1.1846,1.1355,0.71337
485,0.91327,1.2075,1.2047,1.1425,0.67418
486,0.87007,1.1642,1.2269,1.1469,0.63503
487,0.82948,1.1142,1.2466,1.1512,0.59716
488,0.7905,1.0617,1.2584,1.1578,0.56206
489,0.75199,1.0096,1.2569,1.1686,0.53172
490,0.71337,0.95979,1.2397,1.1846,0.50827
491,0.67418,0.91327,1.2075,1.2047,0.49462
492,0.63503,0.87007,1.1642,1.2269,0.49402
493,0.59716,0.82948,1.1142,1.2466,0.50961
494,0.56206,0.7905,1.0617,1.2584,0.54282
495,0.53172,0.75199,1.0096,1.2569,0.59227
496,0.50827,0.71337,0.95979,1.2397,0.65325
497,0.49462,0.67418,0.91327,1.2075,0.71981
498,0.49402,0.63503,0.87007,1.1642,0.78637
499,0.50961,0.59716,0.82948,1.1142,0.84885
500,0.54282,0.56206,0.7905,1.0617,0.90459
501,0.59227,0.53172,0.75199,1.0096,0.95189
502,0.65325,0.50827,0.71337,0.95979,0.99
503,0.71981,0.49462,0.67418,0.91327,1.0185
504,0.78637,0.49402,0.63503,0.87007,1.0378
505,0.84885,0.50961,0.59716,0.82948,1.049
506,0.90459,0.54282,0.56206,0.7905,1.0531
507,0.95189,0.59227,0.53172,0.75199,1.0515
508,0.99,0.65325,0.50827,0.71337,1.0466
